index,slide_id,project
7343,TCGA-14-0783-01Z-00-DX3,TCGA-GBM
7344,TCGA-06-1805-01Z-00-DX1,TCGA-GBM
7345,TCGA-06-0174-01Z-00-DX2,TCGA-GBM
7346,TCGA-14-1459-01Z-00-DX5,TCGA-GBM
7347,TCGA-06-5859-01Z-00-DX1,TCGA-GBM
7348,TCGA-12-0619-01Z-00-DX1,TCGA-GBM
7349,TCGA-06-0184-01Z-00-DX2,TCGA-GBM
7350,TCGA-06-0148-01Z-00-DX5,TCGA-GBM
7351,TCGA-02-0430-01Z-00-DX1,TCGA-GBM
7352,TCGA-06-0882-01Z-00-DX2,TCGA-GBM
7353,TCGA-02-0011-01Z-00-DX1,TCGA-GBM
7354,TCGA-06-0197-01Z-00-DX1,TCGA-GBM
7355,TCGA-27-1836-01Z-00-DX3,TCGA-GBM
7356,TCGA-12-0769-01Z-00-DX3,TCGA-GBM
7357,TCGA-06-0126-01Z-00-DX1,TCGA-GBM
7358,TCGA-12-0821-01Z-00-DX2,TCGA-GBM
7359,TCGA-14-1795-01Z-00-DX1,TCGA-GBM
7360,TCGA-02-0258-01Z-00-DX1,TCGA-GBM
7361,TCGA-06-0154-01Z-00-DX1,TCGA-GBM
7362,TCGA-12-1598-01Z-00-DX3,TCGA-GBM
7363,TCGA-06-0129-01Z-00-DX3,TCGA-GBM
7364,TCGA-41-2572-01Z-00-DX1,TCGA-GBM
7365,TCGA-14-1825-01Z-00-DX3,TCGA-GBM
7366,TCGA-14-1829-01Z-00-DX5,TCGA-GBM
7367,TCGA-12-0692-01Z-00-DX1,TCGA-GBM
7368,TCGA-14-0871-01Z-00-DX1,TCGA-GBM
7369,TCGA-12-0662-01Z-00-DX1,TCGA-GBM
7370,TCGA-12-1097-01Z-00-DX3,TCGA-GBM
7371,TCGA-02-0330-01Z-00-DX1,TCGA-GBM
7372,TCGA-12-1099-01Z-00-DX2,TCGA-GBM
7373,TCGA-14-1795-01Z-00-DX4,TCGA-GBM
7374,TCGA-06-0649-01Z-00-DX2,TCGA-GBM
7375,TCGA-06-0210-01Z-00-DX4,TCGA-GBM
7376,TCGA-19-2619-01Z-00-DX1,TCGA-GBM
7377,TCGA-26-5133-01Z-00-DX1,TCGA-GBM
7378,TCGA-08-0511-01Z-00-DX1,TCGA-GBM
7379,TCGA-02-0047-01Z-00-DX1,TCGA-GBM
7380,TCGA-06-0644-01Z-00-DX1,TCGA-GBM
7381,TCGA-08-0516-01Z-00-DX1,TCGA-GBM
7382,TCGA-06-0216-01Z-00-DX5,TCGA-GBM
7383,TCGA-02-0027-01Z-00-DX1,TCGA-GBM
7384,TCGA-12-0707-01Z-00-DX1,TCGA-GBM
7385,TCGA-12-0780-01Z-00-DX3,TCGA-GBM
7386,TCGA-06-0137-01Z-00-DX8,TCGA-GBM
7387,TCGA-02-0037-01Z-00-DX1,TCGA-GBM
7388,TCGA-06-0178-01Z-00-DX5,TCGA-GBM
7389,TCGA-41-2575-01Z-00-DX1,TCGA-GBM
7390,TCGA-12-3651-01Z-00-DX4,TCGA-GBM
7391,TCGA-06-0192-01Z-00-DX2,TCGA-GBM
7392,TCGA-06-0145-01Z-00-DX5,TCGA-GBM
7393,TCGA-08-0531-01Z-00-DX1,TCGA-GBM
7394,TCGA-06-0747-01Z-00-DX3,TCGA-GBM
7395,TCGA-06-0208-01Z-00-DX4,TCGA-GBM
7396,TCGA-12-0822-01Z-00-DX5,TCGA-GBM
7397,TCGA-06-0148-01Z-00-DX3,TCGA-GBM
7398,TCGA-14-1823-01Z-00-DX2,TCGA-GBM
7399,TCGA-12-0769-01Z-00-DX1,TCGA-GBM
7400,TCGA-08-0385-01Z-00-DX1,TCGA-GBM
7401,TCGA-06-0188-01Z-00-DX7,TCGA-GBM
7402,TCGA-19-1392-01Z-00-DX1,TCGA-GBM
7403,TCGA-12-0670-01Z-00-DX3,TCGA-GBM
7404,TCGA-02-0075-01Z-00-DX1,TCGA-GBM
7405,TCGA-14-1827-01Z-00-DX2,TCGA-GBM
7406,TCGA-26-1799-01Z-00-DX1,TCGA-GBM
7407,TCGA-27-1833-01Z-00-DX3,TCGA-GBM
7408,TCGA-06-0209-01Z-00-DX1,TCGA-GBM
7409,TCGA-12-0775-01Z-00-DX4,TCGA-GBM
7410,TCGA-27-1831-01Z-00-DX4,TCGA-GBM
7411,TCGA-06-0208-01Z-00-DX2,TCGA-GBM
7412,TCGA-06-0206-01Z-00-DX2,TCGA-GBM
7413,TCGA-06-0152-01Z-00-DX2,TCGA-GBM
7414,TCGA-06-0211-01Z-00-DX2,TCGA-GBM
7415,TCGA-12-0818-01Z-00-DX5,TCGA-GBM
7416,TCGA-14-1452-01Z-00-DX5,TCGA-GBM
7417,TCGA-06-0747-01Z-00-DX2,TCGA-GBM
7418,TCGA-06-0208-01Z-00-DX5,TCGA-GBM
7419,TCGA-08-0354-01Z-00-DX1,TCGA-GBM
7420,TCGA-12-0692-01Z-00-DX5,TCGA-GBM
7421,TCGA-12-0688-01Z-00-DX3,TCGA-GBM
7422,TCGA-06-0178-01Z-00-DX3,TCGA-GBM
7423,TCGA-27-1831-01Z-00-DX3,TCGA-GBM
7424,TCGA-06-0152-01Z-00-DX6,TCGA-GBM
7425,TCGA-15-1444-01Z-00-DX2,TCGA-GBM
7426,TCGA-06-0192-01Z-00-DX1,TCGA-GBM
7427,TCGA-02-0004-01Z-00-DX1,TCGA-GBM
7428,TCGA-08-0518-01Z-00-DX3,TCGA-GBM
7429,TCGA-06-6390-01Z-00-DX1,TCGA-GBM
7430,TCGA-02-0010-01Z-00-DX1,TCGA-GBM
7431,TCGA-28-1750-01Z-00-DX1,TCGA-GBM
7432,TCGA-06-0750-01Z-00-DX4,TCGA-GBM
7433,TCGA-06-0750-01Z-00-DX3,TCGA-GBM
7434,TCGA-14-1823-01Z-00-DX1,TCGA-GBM
7435,TCGA-06-0210-01Z-00-DX5,TCGA-GBM
7436,TCGA-12-1090-01Z-00-DX2,TCGA-GBM
7437,TCGA-19-1386-01Z-00-DX1,TCGA-GBM
7438,TCGA-14-1829-01Z-00-DX4,TCGA-GBM
7439,TCGA-12-0829-01Z-00-DX1,TCGA-GBM
7440,TCGA-08-0352-01Z-00-DX1,TCGA-GBM
7441,TCGA-02-0015-01Z-00-DX1,TCGA-GBM
7442,TCGA-08-0524-01Z-00-DX1,TCGA-GBM
7443,TCGA-27-1831-01Z-00-DX1,TCGA-GBM
7444,TCGA-06-0206-01Z-00-DX1,TCGA-GBM
7445,TCGA-14-1451-01Z-00-DX4,TCGA-GBM
7446,TCGA-4W-AA9R-01Z-00-DX1,TCGA-GBM
7447,TCGA-12-0820-01Z-00-DX1,TCGA-GBM
7448,TCGA-06-0127-01Z-00-DX1,TCGA-GBM
7449,TCGA-12-0828-01Z-00-DX3,TCGA-GBM
7450,TCGA-12-1088-01Z-00-DX2,TCGA-GBM
7451,TCGA-12-1091-01Z-00-DX1,TCGA-GBM
7452,TCGA-02-0009-01Z-00-DX2,TCGA-GBM
7453,TCGA-02-0014-01Z-00-DX1,TCGA-GBM
7454,TCGA-06-0156-01Z-00-DX3,TCGA-GBM
7455,TCGA-12-0691-01Z-00-DX1,TCGA-GBM
7456,TCGA-06-0145-01Z-00-DX4,TCGA-GBM
7457,TCGA-06-0173-01Z-00-DX1,TCGA-GBM
7458,TCGA-08-0518-01Z-00-DX4,TCGA-GBM
7459,TCGA-02-0338-01Z-00-DX2,TCGA-GBM
7460,TCGA-27-1831-01Z-00-DX2,TCGA-GBM
7461,TCGA-12-0619-01Z-00-DX2,TCGA-GBM
7462,TCGA-06-0166-01Z-00-DX1,TCGA-GBM
7463,TCGA-02-0086-01Z-00-DX1,TCGA-GBM
7464,TCGA-06-0648-01Z-00-DX1,TCGA-GBM
7465,TCGA-19-1787-01Z-00-DX1,TCGA-GBM
7466,TCGA-06-0156-01Z-00-DX1,TCGA-GBM
7467,TCGA-06-0882-01Z-00-DX1,TCGA-GBM
7468,TCGA-06-0216-01Z-00-DX3,TCGA-GBM
7469,TCGA-06-0185-01Z-00-DX1,TCGA-GBM
7470,TCGA-27-2526-01Z-00-DX1,TCGA-GBM
7471,TCGA-19-2620-01Z-00-DX1,TCGA-GBM
7472,TCGA-28-1746-01Z-00-DX1,TCGA-GBM
7473,TCGA-06-0877-01Z-00-DX1,TCGA-GBM
7474,TCGA-RR-A6KA-01Z-00-DX1,TCGA-GBM
7475,TCGA-12-1093-01Z-00-DX1,TCGA-GBM
7476,TCGA-12-0769-01Z-00-DX6,TCGA-GBM
7477,TCGA-02-0054-01Z-00-DX1,TCGA-GBM
7478,TCGA-14-0817-01Z-00-DX1,TCGA-GBM
7479,TCGA-15-1449-01Z-00-DX3,TCGA-GBM
7480,TCGA-12-0707-01Z-00-DX4,TCGA-GBM
7481,TCGA-14-1034-01Z-00-DX2,TCGA-GBM
7482,TCGA-02-0339-01Z-00-DX1,TCGA-GBM
7483,TCGA-12-0822-01Z-00-DX2,TCGA-GBM
7484,TCGA-12-1098-01Z-00-DX2,TCGA-GBM
7485,TCGA-06-5418-01Z-00-DX1,TCGA-GBM
7486,TCGA-06-0171-01Z-00-DX1,TCGA-GBM
7487,TCGA-06-0187-01Z-00-DX2,TCGA-GBM
7488,TCGA-12-0691-01Z-00-DX4,TCGA-GBM
7489,TCGA-19-5960-01Z-00-DX1,TCGA-GBM
7490,TCGA-12-0656-01Z-00-DX3,TCGA-GBM
7491,TCGA-06-0195-01Z-00-DX4,TCGA-GBM
7492,TCGA-14-1396-01Z-00-DX1,TCGA-GBM
7493,TCGA-08-0525-01Z-00-DX2,TCGA-GBM
7494,TCGA-08-0525-01Z-00-DX4,TCGA-GBM
7495,TCGA-19-A60I-01Z-00-DX5,TCGA-GBM
7496,TCGA-08-0352-01Z-00-DX2,TCGA-GBM
7497,TCGA-14-1459-01Z-00-DX4,TCGA-GBM
7498,TCGA-14-1451-01Z-00-DX7,TCGA-GBM
7499,TCGA-02-0439-01Z-00-DX3,TCGA-GBM
7500,TCGA-12-1598-01Z-00-DX1,TCGA-GBM
7501,TCGA-12-0826-01Z-00-DX1,TCGA-GBM
7502,TCGA-27-1834-01Z-00-DX1,TCGA-GBM
7503,TCGA-06-0877-01Z-00-DX2,TCGA-GBM
7504,TCGA-06-5411-01Z-00-DX1,TCGA-GBM
7505,TCGA-06-5413-01Z-00-DX1,TCGA-GBM
7506,TCGA-02-0446-01Z-00-DX2,TCGA-GBM
7507,TCGA-06-0876-01Z-00-DX2,TCGA-GBM
7508,TCGA-06-0209-01Z-00-DX5,TCGA-GBM
7509,TCGA-19-5958-01Z-00-DX1,TCGA-GBM
7510,TCGA-02-0016-01Z-00-DX1,TCGA-GBM
7511,TCGA-19-A60I-01Z-00-DX2,TCGA-GBM
7512,TCGA-14-1795-01Z-00-DX6,TCGA-GBM
7513,TCGA-14-1453-01Z-00-DX2,TCGA-GBM
7514,TCGA-02-0258-01Z-00-DX2,TCGA-GBM
7515,TCGA-12-0775-01Z-00-DX2,TCGA-GBM
7516,TCGA-06-0645-01Z-00-DX1,TCGA-GBM
7517,TCGA-14-1829-01Z-00-DX3,TCGA-GBM
7518,TCGA-19-1385-01Z-00-DX1,TCGA-GBM
7519,TCGA-12-1091-01Z-00-DX2,TCGA-GBM
7520,TCGA-12-1602-01Z-00-DX1,TCGA-GBM
7521,TCGA-14-0783-01Z-00-DX2,TCGA-GBM
7522,TCGA-12-1096-01Z-00-DX2,TCGA-GBM
7523,TCGA-27-1835-01Z-00-DX2,TCGA-GBM
7524,TCGA-06-0138-01Z-00-DX4,TCGA-GBM
7525,TCGA-12-0827-01Z-00-DX1,TCGA-GBM
7526,TCGA-02-0001-01Z-00-DX2,TCGA-GBM
7527,TCGA-02-0058-01Z-00-DX1,TCGA-GBM
7528,TCGA-12-0772-01Z-00-DX3,TCGA-GBM
7529,TCGA-06-0208-01Z-00-DX1,TCGA-GBM
7530,TCGA-14-1794-01Z-00-DX2,TCGA-GBM
7531,TCGA-06-0646-01Z-00-DX3,TCGA-GBM
7532,TCGA-06-0646-01Z-00-DX2,TCGA-GBM
7533,TCGA-06-0141-01Z-00-DX1,TCGA-GBM
7534,TCGA-19-A60I-01Z-00-DX3,TCGA-GBM
7535,TCGA-12-0772-01Z-00-DX2,TCGA-GBM
7536,TCGA-12-1089-01Z-00-DX2,TCGA-GBM
7537,TCGA-26-1442-01Z-00-DX1,TCGA-GBM
7538,TCGA-81-5911-01Z-00-DX1,TCGA-GBM
7539,TCGA-06-0646-01Z-00-DX1,TCGA-GBM
7540,TCGA-08-0350-01Z-00-DX1,TCGA-GBM
7541,TCGA-06-0176-01Z-00-DX4,TCGA-GBM
7542,TCGA-27-1832-01Z-00-DX3,TCGA-GBM
7543,TCGA-02-0079-01Z-00-DX1,TCGA-GBM
7544,TCGA-02-0439-01Z-00-DX2,TCGA-GBM
7545,TCGA-27-2528-01Z-00-DX1,TCGA-GBM
7546,TCGA-12-0616-01Z-00-DX2,TCGA-GBM
7547,TCGA-02-0422-01Z-00-DX2,TCGA-GBM
7548,TCGA-12-0769-01Z-00-DX4,TCGA-GBM
7549,TCGA-06-0747-01Z-00-DX5,TCGA-GBM
7550,TCGA-12-0778-01Z-00-DX1,TCGA-GBM
7551,TCGA-12-0773-01Z-00-DX2,TCGA-GBM
7552,TCGA-12-0692-01Z-00-DX2,TCGA-GBM
7553,TCGA-02-0025-01Z-00-DX1,TCGA-GBM
7554,TCGA-06-0143-01Z-00-DX1,TCGA-GBM
7555,TCGA-27-1832-01Z-00-DX2,TCGA-GBM
7556,TCGA-27-1830-01Z-00-DX3,TCGA-GBM
7557,TCGA-06-0238-01Z-00-DX1,TCGA-GBM
7558,TCGA-06-5410-01Z-00-DX1,TCGA-GBM
7559,TCGA-27-2519-01Z-00-DX1,TCGA-GBM
7560,TCGA-19-0957-01Z-00-DX1,TCGA-GBM
7561,TCGA-06-0176-01Z-00-DX1,TCGA-GBM
7562,TCGA-14-0787-01Z-00-DX1,TCGA-GBM
7563,TCGA-06-0141-01Z-00-DX2,TCGA-GBM
7564,TCGA-12-1088-01Z-00-DX3,TCGA-GBM
7565,TCGA-08-0522-01Z-00-DX2,TCGA-GBM
7566,TCGA-06-0141-01Z-00-DX5,TCGA-GBM
7567,TCGA-06-0168-01Z-00-DX2,TCGA-GBM
7568,TCGA-02-0338-01Z-00-DX1,TCGA-GBM
7569,TCGA-08-0360-01Z-00-DX1,TCGA-GBM
7570,TCGA-26-5132-01Z-00-DX1,TCGA-GBM
7571,TCGA-14-1458-01Z-00-DX4,TCGA-GBM
7572,TCGA-06-0187-01Z-00-DX3,TCGA-GBM
7573,TCGA-06-0209-01Z-00-DX6,TCGA-GBM
7574,TCGA-06-0876-01Z-00-DX1,TCGA-GBM
7575,TCGA-14-1821-01Z-00-DX2,TCGA-GBM
7576,TCGA-12-3651-01Z-00-DX2,TCGA-GBM
7577,TCGA-02-0451-01Z-00-DX3,TCGA-GBM
7578,TCGA-12-0620-01Z-00-DX2,TCGA-GBM
7579,TCGA-06-0152-01Z-00-DX7,TCGA-GBM
7580,TCGA-19-5959-01Z-00-DX1,TCGA-GBM
7581,TCGA-12-3652-01Z-00-DX1,TCGA-GBM
7582,TCGA-06-5408-01Z-00-DX1,TCGA-GBM
7583,TCGA-12-1095-01Z-00-DX2,TCGA-GBM
7584,TCGA-14-0867-01Z-00-DX2,TCGA-GBM
7585,TCGA-06-0195-01Z-00-DX1,TCGA-GBM
7586,TCGA-14-1829-01Z-00-DX8,TCGA-GBM
7587,TCGA-06-5416-01Z-00-DX1,TCGA-GBM
7588,TCGA-19-5955-01Z-00-DX1,TCGA-GBM
7589,TCGA-02-0001-01Z-00-DX3,TCGA-GBM
7590,TCGA-06-0130-01Z-00-DX1,TCGA-GBM
7591,TCGA-12-1098-01Z-00-DX1,TCGA-GBM
7592,TCGA-12-1602-01Z-00-DX4,TCGA-GBM
7593,TCGA-12-1599-01Z-00-DX2,TCGA-GBM
7594,TCGA-06-0128-01Z-00-DX5,TCGA-GBM
7595,TCGA-27-1836-01Z-00-DX1,TCGA-GBM
7596,TCGA-14-0789-01Z-00-DX4,TCGA-GBM
7597,TCGA-06-0128-01Z-00-DX4,TCGA-GBM
7598,TCGA-08-0344-01Z-00-DX1,TCGA-GBM
7599,TCGA-12-1099-01Z-00-DX1,TCGA-GBM
7600,TCGA-19-A60I-01Z-00-DX4,TCGA-GBM
7601,TCGA-06-0152-01Z-00-DX1,TCGA-GBM
7602,TCGA-02-0033-01Z-00-DX1,TCGA-GBM
7603,TCGA-08-0518-01Z-00-DX7,TCGA-GBM
7604,TCGA-02-0006-01Z-00-DX1,TCGA-GBM
7605,TCGA-08-0514-01Z-00-DX1,TCGA-GBM
7606,TCGA-06-0209-01Z-00-DX4,TCGA-GBM
7607,TCGA-19-A6J5-01Z-00-DX3,TCGA-GBM
7608,TCGA-12-0769-01Z-00-DX5,TCGA-GBM
7609,TCGA-15-1449-01Z-00-DX2,TCGA-GBM
7610,TCGA-81-5910-01Z-00-DX1,TCGA-GBM
7611,TCGA-06-0189-01Z-00-DX1,TCGA-GBM
7612,TCGA-12-3649-01Z-00-DX2,TCGA-GBM
7613,TCGA-19-2624-01Z-00-DX1,TCGA-GBM
7614,TCGA-14-0786-01Z-00-DX1,TCGA-GBM
7615,TCGA-12-1600-01Z-00-DX1,TCGA-GBM
7616,TCGA-28-1749-01Z-00-DX1,TCGA-GBM
7617,TCGA-06-1802-01Z-00-DX2,TCGA-GBM
7618,TCGA-06-5412-01Z-00-DX1,TCGA-GBM
7619,TCGA-02-0026-01Z-00-DX1,TCGA-GBM
7620,TCGA-14-1453-01Z-00-DX3,TCGA-GBM
7621,TCGA-08-0518-01Z-00-DX8,TCGA-GBM
7622,TCGA-12-0769-01Z-00-DX7,TCGA-GBM
7623,TCGA-19-0955-01Z-00-DX1,TCGA-GBM
7624,TCGA-14-1794-01Z-00-DX1,TCGA-GBM
7625,TCGA-19-4065-01Z-00-DX1,TCGA-GBM
7626,TCGA-14-1455-01Z-00-DX1,TCGA-GBM
7627,TCGA-19-1788-01Z-00-DX1,TCGA-GBM
7628,TCGA-02-0266-01Z-00-DX2,TCGA-GBM
7629,TCGA-RR-A6KC-01Z-00-DX1,TCGA-GBM
7630,TCGA-14-0817-01Z-00-DX2,TCGA-GBM
7631,TCGA-14-1401-01Z-00-DX3,TCGA-GBM
7632,TCGA-19-5951-01Z-00-DX1,TCGA-GBM
7633,TCGA-12-3649-01Z-00-DX3,TCGA-GBM
7634,TCGA-02-0266-01Z-00-DX1,TCGA-GBM
7635,TCGA-02-0326-01Z-00-DX2,TCGA-GBM
7636,TCGA-08-0356-01Z-00-DX1,TCGA-GBM
7637,TCGA-06-0178-01Z-00-DX1,TCGA-GBM
7638,TCGA-19-A6J5-01Z-00-DX5,TCGA-GBM
7639,TCGA-12-1096-01Z-00-DX1,TCGA-GBM
7640,TCGA-06-0143-01Z-00-DX2,TCGA-GBM
7641,TCGA-19-A60I-01Z-00-DX6,TCGA-GBM
7642,TCGA-14-0867-01Z-00-DX3,TCGA-GBM
7643,TCGA-12-0616-01Z-00-DX4,TCGA-GBM
7644,TCGA-14-1452-01Z-00-DX1,TCGA-GBM
7645,TCGA-14-1825-01Z-00-DX1,TCGA-GBM
7646,TCGA-14-1454-01Z-00-DX3,TCGA-GBM
7647,TCGA-06-6388-01Z-00-DX1,TCGA-GBM
7648,TCGA-14-1034-01Z-00-DX3,TCGA-GBM
7649,TCGA-06-0189-01Z-00-DX2,TCGA-GBM
7650,TCGA-12-0688-01Z-00-DX5,TCGA-GBM
7651,TCGA-02-0068-01Z-00-DX1,TCGA-GBM
7652,TCGA-02-0115-01Z-00-DX1,TCGA-GBM
7653,TCGA-06-0147-01Z-00-DX1,TCGA-GBM
7654,TCGA-28-1755-01Z-00-DX1,TCGA-GBM
7655,TCGA-06-0213-01Z-00-DX2,TCGA-GBM
7656,TCGA-12-0662-01Z-00-DX4,TCGA-GBM
7657,TCGA-08-0358-01Z-00-DX1,TCGA-GBM
7658,TCGA-12-3653-01Z-00-DX4,TCGA-GBM
7659,TCGA-06-0221-01Z-00-DX2,TCGA-GBM
7660,TCGA-12-0819-01Z-00-DX2,TCGA-GBM
7661,TCGA-02-0440-01Z-00-DX2,TCGA-GBM
7662,TCGA-12-0818-01Z-00-DX4,TCGA-GBM
7663,TCGA-19-0962-01Z-00-DX1,TCGA-GBM
7664,TCGA-19-2621-01Z-00-DX1,TCGA-GBM
7665,TCGA-14-1459-01Z-00-DX3,TCGA-GBM
7666,TCGA-14-0813-01Z-00-DX1,TCGA-GBM
7667,TCGA-08-0509-01Z-00-DX1,TCGA-GBM
7668,TCGA-06-0171-01Z-00-DX5,TCGA-GBM
7669,TCGA-12-0688-01Z-00-DX4,TCGA-GBM
7670,TCGA-06-6391-01Z-00-DX1,TCGA-GBM
7671,TCGA-06-0649-01Z-00-DX1,TCGA-GBM
7672,TCGA-06-0184-01Z-00-DX4,TCGA-GBM
7673,TCGA-06-0141-01Z-00-DX4,TCGA-GBM
7674,TCGA-02-0337-01Z-00-DX2,TCGA-GBM
7675,TCGA-12-1602-01Z-00-DX2,TCGA-GBM
7676,TCGA-06-0129-01Z-00-DX2,TCGA-GBM
7677,TCGA-12-0826-01Z-00-DX3,TCGA-GBM
7678,TCGA-02-0321-01Z-00-DX2,TCGA-GBM
7679,TCGA-08-0345-01Z-00-DX1,TCGA-GBM
7680,TCGA-06-0154-01Z-00-DX2,TCGA-GBM
7681,TCGA-12-1598-01Z-00-DX2,TCGA-GBM
7682,TCGA-02-0001-01Z-00-DX1,TCGA-GBM
7683,TCGA-26-1440-01Z-00-DX1,TCGA-GBM
7684,TCGA-06-0749-01Z-00-DX1,TCGA-GBM
7685,TCGA-12-0691-01Z-00-DX5,TCGA-GBM
7686,TCGA-12-0778-01Z-00-DX6,TCGA-GBM
7687,TCGA-12-0819-01Z-00-DX1,TCGA-GBM
7688,TCGA-06-0187-01Z-00-DX1,TCGA-GBM
7689,TCGA-27-2521-01Z-00-DX1,TCGA-GBM
7690,TCGA-02-0325-01Z-00-DX2,TCGA-GBM
7691,TCGA-06-0156-01Z-00-DX2,TCGA-GBM
7692,TCGA-08-0518-01Z-00-DX6,TCGA-GBM
7693,TCGA-06-0145-01Z-00-DX3,TCGA-GBM
7694,TCGA-14-0871-01Z-00-DX3,TCGA-GBM
7695,TCGA-12-0615-01Z-00-DX1,TCGA-GBM
7696,TCGA-12-0654-01Z-00-DX3,TCGA-GBM
7697,TCGA-06-0138-01Z-00-DX1,TCGA-GBM
7698,TCGA-06-0221-01Z-00-DX4,TCGA-GBM
7699,TCGA-26-5134-01Z-00-DX1,TCGA-GBM
7700,TCGA-08-0392-01Z-00-DX1,TCGA-GBM
7701,TCGA-12-3648-01Z-00-DX1,TCGA-GBM
7702,TCGA-06-0878-01Z-00-DX2,TCGA-GBM
7703,TCGA-14-1402-01Z-00-DX1,TCGA-GBM
7704,TCGA-06-0237-01Z-00-DX1,TCGA-GBM
7705,TCGA-12-0775-01Z-00-DX3,TCGA-GBM
7706,TCGA-06-0201-01Z-00-DX2,TCGA-GBM
7707,TCGA-12-3652-01Z-00-DX2,TCGA-GBM
7708,TCGA-12-0828-01Z-00-DX2,TCGA-GBM
7709,TCGA-06-1805-01Z-00-DX2,TCGA-GBM
7710,TCGA-12-0780-01Z-00-DX1,TCGA-GBM
7711,TCGA-14-1401-01Z-00-DX2,TCGA-GBM
7712,TCGA-14-0786-01Z-00-DX3,TCGA-GBM
7713,TCGA-12-0620-01Z-00-DX1,TCGA-GBM
7714,TCGA-4W-AA9S-01Z-00-DX1,TCGA-GBM
7715,TCGA-06-0210-01Z-00-DX2,TCGA-GBM
7716,TCGA-19-1390-01Z-00-DX1,TCGA-GBM
7717,TCGA-12-0826-01Z-00-DX2,TCGA-GBM
7718,TCGA-08-0386-01Z-00-DX1,TCGA-GBM
7719,TCGA-06-0122-01Z-00-DX2,TCGA-GBM
7720,TCGA-06-0138-01Z-00-DX3,TCGA-GBM
7721,TCGA-14-0783-01Z-00-DX1,TCGA-GBM
7722,TCGA-06-0216-01Z-00-DX2,TCGA-GBM
7723,TCGA-06-0178-01Z-00-DX8,TCGA-GBM
7724,TCGA-06-0208-01Z-00-DX3,TCGA-GBM
7725,TCGA-28-1752-01Z-00-DX1,TCGA-GBM
7726,TCGA-08-0349-01Z-00-DX1,TCGA-GBM
7727,TCGA-12-0657-01Z-00-DX2,TCGA-GBM
7728,TCGA-12-0778-01Z-00-DX5,TCGA-GBM
7729,TCGA-06-0157-01Z-00-DX1,TCGA-GBM
7730,TCGA-02-0010-01Z-00-DX4,TCGA-GBM
7731,TCGA-12-0616-01Z-00-DX3,TCGA-GBM
7732,TCGA-12-1095-01Z-00-DX3,TCGA-GBM
7733,TCGA-06-0214-01Z-00-DX1,TCGA-GBM
7734,TCGA-02-0325-01Z-00-DX1,TCGA-GBM
7735,TCGA-02-0339-01Z-00-DX2,TCGA-GBM
7736,TCGA-08-0246-01Z-00-DX1,TCGA-GBM
7737,TCGA-14-0813-01Z-00-DX2,TCGA-GBM
7738,TCGA-12-0773-01Z-00-DX1,TCGA-GBM
7739,TCGA-12-3646-01Z-00-DX2,TCGA-GBM
7740,TCGA-19-1790-01Z-00-DX1,TCGA-GBM
7741,TCGA-02-0289-01Z-00-DX1,TCGA-GBM
7742,TCGA-02-0332-01Z-00-DX1,TCGA-GBM
7743,TCGA-12-0778-01Z-00-DX4,TCGA-GBM
7744,TCGA-BP-4760-01Z-00-DX1,TCGA-RCC
7745,TCGA-Y8-A8RY-01Z-00-DX1,TCGA-RCC
7746,TCGA-B9-4115-01Z-00-DX1,TCGA-RCC
7747,TCGA-A4-7828-01Z-00-DX1,TCGA-RCC
7748,TCGA-CJ-5683-01Z-00-DX1,TCGA-RCC
7749,TCGA-A3-3362-01Z-00-DX1,TCGA-RCC
7750,TCGA-CJ-5689-01Z-00-DX1,TCGA-RCC
7751,TCGA-2Z-A9J7-01Z-00-DX1,TCGA-RCC
7752,TCGA-UW-A7GU-01Z-00-DX1,TCGA-RCC
7753,TCGA-UW-A7GU-01Z-00-DX1,TCGA-RCC
7754,TCGA-UW-A7GU-01Z-00-DX1,TCGA-RCC
7755,TCGA-UW-A7GU-01Z-00-DX1,TCGA-RCC
7756,TCGA-CZ-5462-01Z-00-DX1,TCGA-RCC
7757,TCGA-BQ-7049-01Z-00-DX1,TCGA-RCC
7758,TCGA-BP-4166-01Z-00-DX1,TCGA-RCC
7759,TCGA-CZ-5982-01Z-00-DX1,TCGA-RCC
7760,TCGA-G7-6793-01Z-00-DX1,TCGA-RCC
7761,TCGA-SX-A7SS-01Z-00-DX1,TCGA-RCC
7762,TCGA-2Z-A9JP-01Z-00-DX1,TCGA-RCC
7763,TCGA-KM-8476-01Z-00-DX1,TCGA-RCC
7764,TCGA-KM-8476-01Z-00-DX1,TCGA-RCC
7765,TCGA-KM-8476-01Z-00-DX1,TCGA-RCC
7766,TCGA-KM-8476-01Z-00-DX1,TCGA-RCC
7767,TCGA-BQ-7051-01Z-00-DX1,TCGA-RCC
7768,TCGA-B2-4099-01Z-00-DX1,TCGA-RCC
7769,TCGA-DW-7842-01Z-00-DX1,TCGA-RCC
7770,TCGA-2Z-A9JI-01Z-00-DX1,TCGA-RCC
7771,TCGA-IA-A40Y-01Z-00-DX1,TCGA-RCC
7772,TCGA-UW-A7GG-01Z-00-DX1,TCGA-RCC
7773,TCGA-UW-A7GG-01Z-00-DX1,TCGA-RCC
7774,TCGA-UW-A7GG-01Z-00-DX1,TCGA-RCC
7775,TCGA-UW-A7GG-01Z-00-DX1,TCGA-RCC
7776,TCGA-A4-8515-01Z-00-DX1,TCGA-RCC
