index,slide_id,project,fold
8228,TCGA-A3-3367-01Z-00-DX1,TCGA-RCC,5
7839,TCGA-A3-A8OW-01Z-00-DX1,TCGA-RCC,6
8764,TCGA-B0-4815-01Z-00-DX1,TCGA-RCC,7
8307,TCGA-BP-4972-01Z-00-DX1,TCGA-RCC,8
8486,TCGA-BP-4355-01Z-00-DX1,TCGA-RCC,9
8607,TCGA-UW-A7GK-11Z-00-DX1,TCGA-RCC,0
8635,TCGA-KN-8429-01Z-00-DX1,TCGA-RCC,1
8782,TCGA-5P-A9K4-01Z-00-DX1,TCGA-RCC,2
7950,TCGA-KN-8437-01Z-00-DX1,TCGA-RCC,3
8136,TCGA-UW-A7GN-01Z-00-DX1,TCGA-RCC,4
8538,TCGA-BQ-5877-01Z-00-DX1,TCGA-RCC,5
8614,TCGA-KM-A7QJ-01Z-00-DX1,TCGA-RCC,6
8141,TCGA-KM-A7QA-01Z-00-DX1,TCGA-RCC,7
8510,TCGA-A3-3336-01Z-00-DX1,TCGA-RCC,8
8963,TCGA-KL-8324-01Z-00-DX1,TCGA-RCC,9
8772,TCGA-2Z-A9JD-01Z-00-DX1,TCGA-RCC,0
8386,TCGA-KL-8336-01Z-00-DX1,TCGA-RCC,1
8356,TCGA-DV-5574-01Z-00-DX1,TCGA-RCC,2
8704,TCGA-KN-8422-01Z-00-DX1,TCGA-RCC,3
8469,TCGA-MH-A855-01Z-00-DX1,TCGA-RCC,4
8427,TCGA-UW-A7GK-01Z-00-DX1,TCGA-RCC,5
7842,TCGA-KN-8425-01Z-00-DX1,TCGA-RCC,6
8548,TCGA-BP-4771-01Z-00-DX1,TCGA-RCC,7
8150,TCGA-BP-4768-01Z-00-DX1,TCGA-RCC,8
8246,TCGA-MH-A55W-01Z-00-DX1,TCGA-RCC,9
8815,TCGA-UW-A7GY-11Z-00-DX1,TCGA-RCC,0
8800,TCGA-KM-8477-01Z-00-DX1,TCGA-RCC,1
8673,TCGA-2Z-A9J1-01Z-00-DX1,TCGA-RCC,2
8523,TCGA-BP-5000-01Z-00-DX1,TCGA-RCC,3
7944,TCGA-BP-4354-01Z-00-DX1,TCGA-RCC,4
7878,TCGA-CZ-5986-01Z-00-DX1,TCGA-RCC,5
8795,TCGA-HE-A5NL-01Z-00-DX1,TCGA-RCC,6
7784,TCGA-A3-3325-01Z-00-DX1,TCGA-RCC,7
8761,TCGA-B0-5109-01Z-00-DX1,TCGA-RCC,8
7974,TCGA-CJ-5671-01Z-00-DX1,TCGA-RCC,9
8122,TCGA-EU-5905-01Z-00-DX1,TCGA-RCC,0
8032,TCGA-KL-8340-01Z-00-DX1,TCGA-RCC,1
8162,TCGA-NP-A5H5-01Z-00-DX1,TCGA-RCC,2
8135,TCGA-KO-8414-01Z-00-DX1,TCGA-RCC,3
8336,TCGA-BP-4973-01Z-00-DX1,TCGA-RCC,4
8906,TCGA-KL-8329-01Z-00-DX1,TCGA-RCC,5
8830,TCGA-Y8-A8S0-01Z-00-DX1,TCGA-RCC,6
8391,TCGA-B4-5834-01Z-00-DX1,TCGA-RCC,7
8896,TCGA-KO-8411-01Z-00-DX1,TCGA-RCC,8
8264,TCGA-CJ-4894-01Z-00-DX1,TCGA-RCC,9
7808,TCGA-KL-8341-01Z-00-DX1,TCGA-RCC,0
7758,TCGA-BP-4166-01Z-00-DX1,TCGA-RCC,1
8924,TCGA-KL-8330-01Z-00-DX1,TCGA-RCC,2
8808,TCGA-UW-A72T-01Z-00-DX1,TCGA-RCC,3
8236,TCGA-KM-A7QG-01Z-00-DX1,TCGA-RCC,4
8123,TCGA-CJ-4886-01Z-00-DX1,TCGA-RCC,5
7931,TCGA-UW-A7GI-11Z-00-DX1,TCGA-RCC,6
8507,TCGA-B0-5710-01Z-00-DX1,TCGA-RCC,7
7960,TCGA-WK-A8XT-01Z-00-DX3,TCGA-RCC,8
8535,TCGA-B9-4116-01Z-00-DX1,TCGA-RCC,9
8820,TCGA-B9-4117-01Z-00-DX1,TCGA-RCC,0
8622,TCGA-T7-A92I-01Z-00-DX2,TCGA-RCC,1
8081,TCGA-UW-A7GI-01Z-00-DX1,TCGA-RCC,2
8463,TCGA-UW-A7GP-01Z-00-DX1,TCGA-RCC,3
8039,TCGA-CJ-4876-01Z-00-DX1,TCGA-RCC,4
8760,TCGA-KN-8424-01Z-00-DX1,TCGA-RCC,5
8199,TCGA-NP-A5H7-01Z-00-DX1,TCGA-RCC,6
8559,TCGA-GL-A59T-01Z-00-DX1,TCGA-RCC,7
8013,TCGA-A3-3324-01Z-00-DX1,TCGA-RCC,8
8739,TCGA-CZ-5469-01Z-00-DX1,TCGA-RCC,9
7945,TCGA-G7-6790-01Z-00-DX1,TCGA-RCC,0
7905,TCGA-A4-A48D-01Z-00-DX1,TCGA-RCC,1
8473,TCGA-KM-A7QI-01Z-00-DX1,TCGA-RCC,2
8145,TCGA-B8-5165-01Z-00-DX1,TCGA-RCC,3
8446,TCGA-WK-A8XT-01Z-00-DX2,TCGA-RCC,4
8873,TCGA-BP-5009-01Z-00-DX1,TCGA-RCC,5
8309,TCGA-SX-A71U-01Z-00-DX1,TCGA-RCC,6
8765,TCGA-BP-4982-01Z-00-DX1,TCGA-RCC,7
8769,TCGA-B9-4114-01Z-00-DX1,TCGA-RCC,8
8848,TCGA-UW-A72P-01Z-00-DX1,TCGA-RCC,9
7949,TCGA-KN-8437-01Z-00-DX1,TCGA-RCC,0
7778,TCGA-2Z-A9J2-01Z-00-DX1,TCGA-RCC,1
8519,TCGA-AL-3473-01Z-00-DX1,TCGA-RCC,2
8252,TCGA-KO-8408-01Z-00-DX1,TCGA-RCC,3
9052,TCGA-KN-8426-01Z-00-DX1,TCGA-RCC,4
7835,TCGA-UW-A7GJ-01Z-00-DX1,TCGA-RCC,5
8641,TCGA-UW-A72L-01Z-00-DX1,TCGA-RCC,6
8308,TCGA-CJ-4891-01Z-00-DX1,TCGA-RCC,7
8520,TCGA-4A-A93X-01Z-00-DX2,TCGA-RCC,8
7985,TCGA-B9-5156-01Z-00-DX1,TCGA-RCC,9
7757,TCGA-BQ-7049-01Z-00-DX1,TCGA-RCC,0
8059,TCGA-P4-AAVO-01Z-00-DX1,TCGA-RCC,1
8344,TCGA-CJ-5686-01Z-00-DX1,TCGA-RCC,2
8131,TCGA-DV-5567-01Z-00-DX1,TCGA-RCC,3
7910,TCGA-KL-8326-01Z-00-DX1,TCGA-RCC,4
8584,TCGA-B8-4153-01Z-00-DX1,TCGA-RCC,5
7764,TCGA-KM-8476-01Z-00-DX1,TCGA-RCC,6
8390,TCGA-CJ-6033-01Z-00-DX1,TCGA-RCC,7
8898,TCGA-KO-8411-01Z-00-DX1,TCGA-RCC,8
8575,TCGA-B0-5692-01Z-00-DX1,TCGA-RCC,9
9011,TCGA-KL-8333-01Z-00-DX1,TCGA-RCC,0
8306,TCGA-GL-A9DD-01Z-00-DX1,TCGA-RCC,1
9069,TCGA-NP-A5H1-01Z-00-DX1,TCGA-RCC,2
8430,TCGA-KL-8323-01Z-00-DX1,TCGA-RCC,3
8701,TCGA-KN-8422-01Z-00-DX1,TCGA-RCC,4
7933,TCGA-UW-A7GI-11Z-00-DX1,TCGA-RCC,5
8719,TCGA-NP-A5GZ-01Z-00-DX1,TCGA-RCC,6
8443,TCGA-WK-A8XT-01Z-00-DX2,TCGA-RCC,7
8254,TCGA-KO-8408-01Z-00-DX1,TCGA-RCC,8
8826,TCGA-B0-5092-01Z-00-DX1,TCGA-RCC,9
8218,TCGA-A4-A5DU-01Z-00-DX1,TCGA-RCC,0
8600,TCGA-AK-3430-01Z-00-DX1,TCGA-RCC,1
8491,TCGA-KM-8442-01Z-00-DX1,TCGA-RCC,2
7996,TCGA-AK-3461-01Z-00-DX1,TCGA-RCC,3
7765,TCGA-KM-8476-01Z-00-DX1,TCGA-RCC,4
8203,TCGA-Y8-A8RZ-01Z-00-DX1,TCGA-RCC,5
8928,TCGA-KM-A7QB-01Z-00-DX1,TCGA-RCC,6
8020,TCGA-AK-3427-01Z-00-DX1,TCGA-RCC,7
8699,TCGA-5P-A9JY-01Z-00-DX1,TCGA-RCC,8
8959,TCGA-KO-8403-01Z-00-DX1,TCGA-RCC,9
8129,TCGA-CZ-4866-01Z-00-DX1,TCGA-RCC,0
8549,TCGA-KV-A6GD-01Z-00-DX1,TCGA-RCC,1
8087,TCGA-A3-3365-01Z-00-DX1,TCGA-RCC,2
8513,TCGA-KL-8343-01Z-00-DX1,TCGA-RCC,3
7874,TCGA-WK-A8XT-01Z-00-DX5,TCGA-RCC,4
8615,TCGA-KM-A7QJ-01Z-00-DX1,TCGA-RCC,5
8867,TCGA-KN-8427-01Z-00-DX1,TCGA-RCC,6
7831,TCGA-BP-5010-01Z-00-DX1,TCGA-RCC,7
8074,TCGA-UW-A7GJ-11Z-00-DX1,TCGA-RCC,8
8982,TCGA-Y8-A897-01Z-00-DX1,TCGA-RCC,9
8210,TCGA-BP-4161-01Z-00-DX1,TCGA-RCC,0
7865,TCGA-BP-4331-01Z-00-DX1,TCGA-RCC,1
8788,TCGA-AK-3445-01Z-00-DX1,TCGA-RCC,2
8839,TCGA-P4-A5E6-01Z-00-DX1,TCGA-RCC,3
8874,TCGA-KV-A6GE-01Z-00-DX9,TCGA-RCC,4
9038,TCGA-B0-4852-01Z-00-DX1,TCGA-RCC,5
8604,TCGA-BQ-5875-01Z-00-DX1,TCGA-RCC,6
8870,TCGA-UW-A7GP-11Z-00-DX1,TCGA-RCC,7
11137,TCGA-UW-A7GC-01Z-00-DX1,TCGA-Rest,0
10938,TCGA-S7-A7WO-01Z-00-DX2,TCGA-Rest,1
12109,TCGA-2G-AAFL-01Z-00-DX1,TCGA-Rest,2
11670,TCGA-QR-A703-01Z-00-DX1,TCGA-Rest,3
11916,TCGA-N5-A59F-01Z-00-DX2,TCGA-Rest,4
10707,TCGA-KN-8433-01Z-00-DX1,TCGA-Rest,5
11615,TCGA-QT-A5XO-01Z-00-DX1,TCGA-Rest,6
10828,TCGA-VD-AA8T-01Z-00-DX1,TCGA-Rest,7
10978,TCGA-EI-6514-01Z-00-DX1,TCGA-Rest,8
11391,TCGA-QR-A70P-01Z-00-DX1,TCGA-Rest,9
11143,TCGA-OR-A5JL-01Z-00-DX1,TCGA-Rest,0
11514,TCGA-WC-AA9A-01Z-00-DX1,TCGA-Rest,1
10802,TCGA-N7-A4Y8-01Z-00-DX5,TCGA-Rest,2
11999,TCGA-OR-A5LO-01Z-00-DX5,TCGA-Rest,3
11288,TCGA-OR-A5LP-01Z-00-DX5,TCGA-Rest,4
12216,TCGA-QT-A5XJ-01Z-00-DX1,TCGA-Rest,5
12551,TCGA-UW-A72K-01Z-00-DX1,TCGA-Rest,6
11347,TCGA-F2-7273-01Z-00-DX1,TCGA-Rest,7
10525,TCGA-OR-A5LR-01Z-00-DX1,TCGA-Rest,8
12401,TCGA-N5-A4RF-01Z-00-DX1,TCGA-Rest,9
11794,TCGA-TS-A7P3-01Z-00-DX1,TCGA-Rest,0
10660,TCGA-WZ-A7V5-01Z-00-DX1,TCGA-Rest,1
11520,TCGA-OR-A5JY-01Z-00-DX5,TCGA-Rest,2
11025,TCGA-2G-AAH4-01Z-00-DX1,TCGA-Rest,3
10632,TCGA-HV-A5A5-01Z-00-DX1,TCGA-Rest,4
10884,TCGA-2G-AAHP-01Z-00-DX1,TCGA-Rest,5
12056,TCGA-2G-AAM4-01Z-00-DX1,TCGA-Rest,6
12366,TCGA-KL-8324-01Z-00-DX1,TCGA-Rest,7
11530,TCGA-KM-8442-01Z-00-DX1,TCGA-Rest,8
10386,TCGA-UW-A7GG-01Z-00-DX1,TCGA-Rest,9
11243,TCGA-OR-A5JJ-01Z-00-DX2,TCGA-Rest,0
10638,TCGA-QR-A6ZZ-01Z-00-DX1,TCGA-Rest,1
12320,TCGA-HZ-7922-01Z-00-DX1,TCGA-Rest,2
12391,TCGA-AH-6643-01Z-00-DX1,TCGA-Rest,3
10852,TCGA-AG-3587-01Z-00-DX1,TCGA-Rest,4
12245,TCGA-KO-8416-01Z-00-DX1,TCGA-Rest,5
12493,TCGA-LN-A49W-01Z-00-DX1,TCGA-Rest,6
12446,TCGA-S7-A7WL-01Z-00-DX2,TCGA-Rest,7
11806,TCGA-QN-A5NN-01Z-00-DX2,TCGA-Rest,8
10588,TCGA-QR-A706-01Z-00-DX1,TCGA-Rest,9
12442,TCGA-4X-A9F9-01Z-00-DXB,TCGA-Rest,0
12484,TCGA-EI-6511-01Z-00-DX1,TCGA-Rest,1
10993,TCGA-UW-A72H-01Z-00-DX1,TCGA-Rest,2
10468,TCGA-IB-7889-01Z-00-DX1,TCGA-Rest,3
11844,TCGA-RW-A68C-01Z-00-DX1,TCGA-Rest,4
11699,TCGA-UT-A88D-01Z-00-DX2,TCGA-Rest,5
12543,TCGA-WZ-A8D5-01Z-00-DX1,TCGA-Rest,6
11956,TCGA-RT-A6YA-01Z-00-DX1,TCGA-Rest,7
12177,TCGA-4X-A9FC-01Z-00-DX8,TCGA-Rest,8
12063,TCGA-YU-A94D-01Z-00-DX1,TCGA-Rest,9
11283,TCGA-TS-A7PB-01Z-00-DX1,TCGA-Rest,0
11978,TCGA-NP-A5GZ-01Z-00-DX1,TCGA-Rest,1
11052,TCGA-IB-A5SQ-01Z-00-DX1,TCGA-Rest,2
12331,TCGA-N8-A4PN-01Z-00-DX4,TCGA-Rest,3
11878,TCGA-2G-AAGM-01Z-00-DX1,TCGA-Rest,4
11249,TCGA-GS-A9TT-01Z-00-DX1,TCGA-Rest,5
11882,TCGA-XM-A8RI-01Z-00-DX1,TCGA-Rest,6
10740,TCGA-ND-A4W6-01Z-00-DX4,TCGA-Rest,7
11598,TCGA-IB-7893-01Z-00-DX1,TCGA-Rest,8
11264,TCGA-US-A77J-01Z-00-DX1,TCGA-Rest,9
11202,TCGA-ZB-A96K-01Z-00-DX1,TCGA-Rest,0
11931,TCGA-DY-A1DG-01Z-00-DX1,TCGA-Rest,1
11977,TCGA-NP-A5GZ-01Z-00-DX1,TCGA-Rest,2
10491,TCGA-UW-A7GR-01Z-00-DX1,TCGA-Rest,3
10536,TCGA-ZN-A9VQ-01Z-00-DX1,TCGA-Rest,4
10453,TCGA-KO-8415-01Z-00-DX1,TCGA-Rest,5
10708,TCGA-KN-8433-01Z-00-DX1,TCGA-Rest,6
12537,TCGA-3A-A9IO-01Z-00-DX1,TCGA-Rest,7
12547,TCGA-SH-A7BC-01Z-00-DX1,TCGA-Rest,8
12196,TCGA-VR-AA4D-01Z-00-DX1,TCGA-Rest,9
12268,TCGA-OR-A5JY-01Z-00-DX2,TCGA-Rest,0
12363,TCGA-KO-8403-01Z-00-DX1,TCGA-Rest,1
10789,TCGA-ZB-A96A-01Z-00-DX1,TCGA-Rest,2
10905,TCGA-KM-A7QA-01Z-00-DX1,TCGA-Rest,3
12205,TCGA-FA-8693-01Z-00-DX1,TCGA-Rest,4
11224,TCGA-NA-A5I1-01Z-00-DX1,TCGA-Rest,5
11577,TCGA-OR-A5LR-01Z-00-DX5,TCGA-Rest,6
11698,TCGA-S4-A8RO-01Z-00-DX1,TCGA-Rest,7
10553,TCGA-IB-AAUV-01Z-00-DX1,TCGA-Rest,8
11910,TCGA-X7-A8D7-01Z-00-DX1,TCGA-Rest,9
11938,TCGA-YZ-A984-01Z-00-DX1,TCGA-Rest,0
12204,TCGA-AG-3894-01Z-00-DX1,TCGA-Rest,1
10887,TCGA-RW-A68F-01Z-00-DX1,TCGA-Rest,2
10430,TCGA-LN-A4MR-01Z-00-DX1,TCGA-Rest,3
10590,TCGA-N7-A4Y5-01Z-00-DX2,TCGA-Rest,4
11559,TCGA-UT-A88C-01Z-00-DX3,TCGA-Rest,5
12106,TCGA-KM-8477-01Z-00-DX1,TCGA-Rest,6
12223,TCGA-KN-8427-01Z-00-DX1,TCGA-Rest,7
12417,TCGA-N8-A4PL-01Z-00-DX1,TCGA-Rest,8
11354,TCGA-KH-A6WC-01Z-00-DX1,TCGA-Rest,9
12118,TCGA-3H-AB3U-01Z-00-DX1,TCGA-Rest,0
12201,TCGA-G8-6914-01Z-00-DX1,TCGA-Rest,1
12085,TCGA-ZB-A96D-01Z-00-DX1,TCGA-Rest,2
10795,TCGA-2G-AALZ-01Z-00-DX1,TCGA-Rest,3
10717,TCGA-S7-A7X0-01Z-00-DX2,TCGA-Rest,4
10871,TCGA-KN-8431-01Z-00-DX1,TCGA-Rest,5
10457,TCGA-OR-A5JV-01Z-00-DX5,TCGA-Rest,6
11488,TCGA-L1-A7W4-01Z-00-DX5,TCGA-Rest,7
11491,TCGA-UT-A88G-01Z-00-DX1,TCGA-Rest,8
12491,TCGA-FB-AAPS-01Z-00-DX1,TCGA-Rest,9
11469,TCGA-KL-8327-01Z-00-DX1,TCGA-Rest,0
10724,TCGA-KM-8439-01Z-00-DX1,TCGA-Rest,1
11823,TCGA-KN-8429-01Z-00-DX1,TCGA-Rest,2
10427,TCGA-KL-8341-01Z-00-DX1,TCGA-Rest,3
10986,TCGA-S7-A7WM-01Z-00-DX1,TCGA-Rest,4
12436,TCGA-VR-A8EX-01Z-00-DX1,TCGA-Rest,5
11996,TCGA-FA-A6HN-01Z-00-DX1,TCGA-Rest,6
12389,TCGA-2G-AAH3-01Z-00-DX2,TCGA-Rest,7
11833,TCGA-OR-A5JG-01Z-00-DX4,TCGA-Rest,8
11945,TCGA-FZ-5919-01Z-00-DX1,TCGA-Rest,9
10597,TCGA-UW-A7GI-11Z-00-DX1,TCGA-Rest,0
12549,TCGA-WC-A87W-01Z-00-DX1,TCGA-Rest,1
11278,TCGA-V4-A9EQ-01Z-00-DX1,TCGA-Rest,2
10739,TCGA-IG-A8O2-01Z-00-DX1,TCGA-Rest,3
10611,TCGA-V4-A9F4-01Z-00-DX1,TCGA-Rest,4
11361,TCGA-5U-AB0F-01Z-00-DX1,TCGA-Rest,5
12171,TCGA-YZ-A982-01Z-00-DX1,TCGA-Rest,6
11930,TCGA-L5-A43M-01Z-00-DX1,TCGA-Rest,7
10466,TCGA-OR-A5JS-01Z-00-DX2,TCGA-Rest,8
12264,TCGA-V4-A9EV-01Z-00-DX1,TCGA-Rest,9
11064,TCGA-ZH-A8Y8-01Z-00-DX1,TCGA-Rest,0
10424,TCGA-SR-A6MZ-01Z-00-DX1,TCGA-Rest,1
10839,TCGA-3A-A9IX-01Z-00-DX1,TCGA-Rest,2
11101,TCGA-2G-AAFO-01Z-00-DX1,TCGA-Rest,3
11691,TCGA-NP-A5H6-01Z-00-DX1,TCGA-Rest,4
10718,TCGA-KL-8339-01Z-00-DX1,TCGA-Rest,5
10639,TCGA-S7-A7WU-01Z-00-DX2,TCGA-Rest,6
12400,TCGA-2G-AAHT-01Z-00-DX1,TCGA-Rest,7
11848,TCGA-2G-AAH8-01Z-00-DX1,TCGA-Rest,8
11440,TCGA-W4-A7U3-01Z-00-DX1,TCGA-Rest,9
11447,TCGA-OR-A5JA-01Z-00-DX2,TCGA-Rest,0
11393,TCGA-2G-AAKD-01Z-00-DX2,TCGA-Rest,1
12315,TCGA-SR-A6MV-01Z-00-DX1,TCGA-Rest,2
12124,TCGA-2X-A9D5-01Z-00-DX1,TCGA-Rest,3
10541,TCGA-UW-A7GN-11Z-00-DX1,TCGA-Rest,4
11641,TCGA-4V-A9QQ-01Z-00-DX1,TCGA-Rest,5
11535,TCGA-L5-A4OI-01Z-00-DX1,TCGA-Rest,6
10771,TCGA-KN-8436-01Z-00-DX1,TCGA-Rest,7
11812,TCGA-4X-A9F9-01Z-00-DXC,TCGA-Rest,8
10989,TCGA-2G-AALF-01Z-00-DX1,TCGA-Rest,9
10779,TCGA-UW-A72M-01Z-00-DX1,TCGA-Rest,0
10608,TCGA-ZB-A966-01Z-00-DX1,TCGA-Rest,1
11929,TCGA-GS-A9TW-01Z-00-DX1,TCGA-Rest,2
11516,TCGA-WB-A80M-01Z-00-DX1,TCGA-Rest,3
10901,TCGA-UW-A7GN-01Z-00-DX1,TCGA-Rest,4
12068,TCGA-VR-A8EY-01Z-00-DX1,TCGA-Rest,5
10492,TCGA-4X-A9FC-01Z-00-DX7,TCGA-Rest,6
10921,TCGA-QR-A70V-01Z-00-DX1,TCGA-Rest,7
12306,TCGA-VD-AA8Q-01Z-00-DX1,TCGA-Rest,8
11824,TCGA-KN-8429-01Z-00-DX1,TCGA-Rest,9
10604,TCGA-KO-8405-01Z-00-DX1,TCGA-Rest,0
11362,TCGA-OR-A5LM-01Z-00-DX3,TCGA-Rest,1
11212,TCGA-YU-A912-01Z-00-DX1,TCGA-Rest,2
12397,TCGA-VD-A8KF-01Z-00-DX1,TCGA-Rest,3
12441,TCGA-OR-A5JP-01Z-00-DX4,TCGA-Rest,4
12140,TCGA-NA-A4QX-01Z-00-DX1,TCGA-Rest,5
12227,TCGA-OR-A5JS-01Z-00-DX3,TCGA-Rest,6
11138,TCGA-YU-A90P-01Z-00-DX1,TCGA-Rest,7
10807,TCGA-WB-A817-01Z-00-DX1,TCGA-Rest,8
10485,TCGA-3A-A9I5-01Z-00-DX1,TCGA-Rest,9
11801,TCGA-FB-AAQ1-01Z-00-DX1,TCGA-Rest,0
11818,TCGA-WB-A81I-01Z-00-DX1,TCGA-Rest,1
11093,TCGA-HV-A5A3-11Z-00-DX1,TCGA-Rest,2
11471,TCGA-2X-A9D6-01Z-00-DX1,TCGA-Rest,3
11261,TCGA-X7-A8D9-01Z-00-DX1,TCGA-Rest,4
10408,TCGA-N6-A4VG-01Z-00-DX1,TCGA-Rest,5
11287,TCGA-OR-A5JE-01Z-00-DX1,TCGA-Rest,6
11103,TCGA-UW-A72O-01Z-00-DX1,TCGA-Rest,7
12294,TCGA-2G-AAKH-01Z-00-DX2,TCGA-Rest,8
10711,TCGA-FB-AAQ2-01Z-00-DX1,TCGA-Rest,9
12136,TCGA-3T-AA9L-01Z-00-DX1,TCGA-Rest,0
10953,TCGA-NP-A5H5-01Z-00-DX1,TCGA-Rest,1
11124,TCGA-HZ-A49G-01Z-00-DX1,TCGA-Rest,2
11031,TCGA-OR-A5LO-01Z-00-DX4,TCGA-Rest,3
10647,TCGA-XU-A92W-01Z-00-DX1,TCGA-Rest,4
11742,TCGA-EI-6512-01Z-00-DX1,TCGA-Rest,5
11863,TCGA-RT-A6YC-01Z-00-DX1,TCGA-Rest,6
12030,TCGA-2G-AAGC-01Z-00-DX2,TCGA-Rest,7
11604,TCGA-OR-A5JM-01Z-00-DX5,TCGA-Rest,8
12017,TCGA-2G-AAM2-01Z-00-DX2,TCGA-Rest,9
11343,TCGA-4X-A9FD-01Z-00-DX2,TCGA-Rest,0
10678,TCGA-XD-AAUH-01Z-00-DX5,TCGA-Rest,1
10892,TCGA-2G-AAM2-01Z-00-DX1,TCGA-Rest,2
12123,TCGA-UW-A72T-01Z-00-DX1,TCGA-Rest,3
12286,TCGA-S7-A7X2-01Z-00-DX2,TCGA-Rest,4
11007,TCGA-SH-A7BD-01Z-00-DX1,TCGA-Rest,5
10654,TCGA-OR-A5JD-01Z-00-DX2,TCGA-Rest,6
12433,TCGA-SP-A6QK-01Z-00-DX1,TCGA-Rest,7
11188,TCGA-4G-AAZO-01Z-00-DX1,TCGA-Rest,8
10864,TCGA-RW-A685-01Z-00-DX1,TCGA-Rest,9
11057,TCGA-GS-A9TV-01Z-00-DX1,TCGA-Rest,0
10773,TCGA-KN-8436-01Z-00-DX1,TCGA-Rest,1
11099,TCGA-KO-8408-01Z-00-DX1,TCGA-Rest,2
11870,TCGA-IG-A3YA-01Z-00-DX1,TCGA-Rest,3
11464,TCGA-V5-A7RB-01Z-00-DX1,TCGA-Rest,4
11358,TCGA-KL-8336-01Z-00-DX1,TCGA-Rest,5
12545,TCGA-OR-A5JW-01Z-00-DX2,TCGA-Rest,6
10545,TCGA-OR-A5LN-01Z-00-DX1,TCGA-Rest,7
11840,TCGA-P7-A5NY-01Z-00-DX2,TCGA-Rest,8
11862,TCGA-HZ-8638-01Z-00-DX1,TCGA-Rest,9
12247,TCGA-LN-A7HZ-01Z-00-DX1,TCGA-Rest,0
11918,TCGA-OR-A5LN-01Z-00-DX4,TCGA-Rest,1
11630,TCGA-2L-AAQI-01Z-00-DX1,TCGA-Rest,2
12251,TCGA-UW-A72I-01Z-00-DX1,TCGA-Rest,3
11761,TCGA-KM-A7QJ-01Z-00-DX1,TCGA-Rest,4
10405,TCGA-KO-8404-01Z-00-DX1,TCGA-Rest,5
10987,TCGA-L7-A56G-01Z-00-DX1,TCGA-Rest,6
10575,TCGA-VD-AA8S-01Z-00-DX1,TCGA-Rest,7
10835,TCGA-UW-A7GI-01Z-00-DX1,TCGA-Rest,8
11296,TCGA-V4-A9EZ-01Z-00-DX1,TCGA-Rest,9
12122,TCGA-UW-A72T-01Z-00-DX1,TCGA-Rest,0
10477,TCGA-KN-8425-01Z-00-DX1,TCGA-Rest,1
12253,TCGA-UW-A72I-01Z-00-DX1,TCGA-Rest,2
10568,TCGA-QN-A5NN-01Z-00-DX1,TCGA-Rest,3
10912,TCGA-OR-A5JK-01Z-00-DX2,TCGA-Rest,4
12008,TCGA-WD-A7RX-01Z-00-DX1,TCGA-Rest,5
10413,TCGA-2G-AAFJ-01Z-00-DX1,TCGA-Rest,6
10889,TCGA-OR-A5JB-01Z-00-DX1,TCGA-Rest,7
11973,TCGA-LN-A4A2-01Z-00-DX1,TCGA-Rest,8
11062,TCGA-KM-A7QG-01Z-00-DX1,TCGA-Rest,9
11962,TCGA-2G-AAHG-01Z-00-DX1,TCGA-Rest,0
10646,TCGA-OR-A5JX-01Z-00-DX1,TCGA-Rest,1
10918,TCGA-RZ-AB0B-01Z-00-DX1,TCGA-Rest,2
11542,TCGA-UW-A72N-01Z-00-DX1,TCGA-Rest,3
11589,TCGA-V4-A9F1-01Z-00-DX1,TCGA-Rest,4
12150,TCGA-W5-AA2Q-01Z-00-DX1,TCGA-Rest,5
12481,TCGA-XM-A8RE-01Z-00-DX1,TCGA-Rest,6
11230,TCGA-UW-A72S-01Z-00-DX1,TCGA-Rest,7
11421,TCGA-4V-A9QW-01Z-00-DX1,TCGA-Rest,8
10664,TCGA-KL-8328-01Z-00-DX1,TCGA-Rest,9
10842,TCGA-KN-8435-01Z-00-DX1,TCGA-Rest,0
10616,TCGA-IG-A51D-01Z-00-DX1,TCGA-Rest,1
11561,TCGA-2G-AAGT-01Z-00-DX3,TCGA-Rest,2
12349,TCGA-VD-A8K9-01Z-00-DX1,TCGA-Rest,3
11533,TCGA-2G-AAGG-01Z-00-DX3,TCGA-Rest,4
11538,TCGA-HZ-7289-01Z-00-DX1,TCGA-Rest,5
12097,TCGA-ZH-A8Y7-01Z-00-DX1,TCGA-Rest,6
11195,TCGA-WB-A820-01Z-00-DX1,TCGA-Rest,7
11286,TCGA-VD-A8KK-01Z-00-DX1,TCGA-Rest,8
10401,TCGA-OR-A5LM-01Z-00-DX1,TCGA-Rest,9
10520,TCGA-OR-A5LP-01Z-00-DX1,TCGA-Rest,0
11690,TCGA-4X-A9FB-01Z-00-DX8,TCGA-Rest,1
10699,TCGA-WC-A87T-01Z-00-DX1,TCGA-Rest,2
12474,TCGA-R6-A6DN-01Z-00-DX1,TCGA-Rest,3
10549,TCGA-ZB-A961-01Z-00-DX1,TCGA-Rest,4
12406,TCGA-KM-A7QC-01Z-00-DX1,TCGA-Rest,5
12546,TCGA-4V-A9QX-01Z-00-DX1,TCGA-Rest,6
11744,TCGA-SA-A6C2-01Z-00-DX1,TCGA-Rest,7
11704,TCGA-HZ-8636-01Z-00-DX1,TCGA-Rest,8
11608,TCGA-WB-A81E-01Z-00-DX1,TCGA-Rest,9
11650,TCGA-2G-AAGI-05Z-00-DX1,TCGA-Rest,0
